ID	FORM_ID	DOCULECT	DOCULECT_ID	CONCEPT	CONCEPT_ID	VALUE	FORM	BORROWING
250599	279-12-420-1	Chácobo	279	left (side)	12-420	mɨ-ṣ̌oho	mɨ-ṣ̌oho	
250600	279-12-430-1	Chácobo	279	near (adv)	12-430	βasi-ma	βasi-ma	
250601	279-12-440-1	Chácobo	279	far (adv)	12-440	βasi; nɨama	βasi	
250602	279-12-440-2	Chácobo	279	far (adv)	12-440	βasi; nɨama	nɨama	
250603	279-12-530-1	Chácobo	279	grow	12-530	hakɨ-; šinaʔa-; ani-	hakɨ-	
250604	279-12-530-2	Chácobo	279	grow	12-530	hakɨ-; šinaʔa-; ani-	šinaʔa-	
250605	279-12-530-3	Chácobo	279	grow	12-530	hakɨ-; šinaʔa-; ani-	ani-	
250606	279-12-540-1	Chácobo	279	measure	12-540	tana-	tana-	
250607	279-12-550-1	Chácobo	279	large, big	12-550	-wa; čaʔita-ṣ̌ɨni	-wa	
250608	279-12-550-2	Chácobo	279	large, big	12-550	-wa; čaʔita-ṣ̌ɨni	čaʔita-ṣ̌ɨni	
250609	279-12-560-1	Chácobo	279	small, little	12-560	mišni; pistia	mišni	
250610	279-12-560-2	Chácobo	279	small, little	12-560	mišni; pistia	pistia	
250611	279-12-570-1	Chácobo	279	long	12-570	tɨtɨka	tɨtɨka	
250612	279-12-580-1	Chácobo	279	tall	12-580	tɨtɨka-	tɨtɨka-	
250613	279-12-590-1	Chácobo	279	short	12-590	namano; čitɨ-pistia	namano	
250614	279-12-590-2	Chácobo	279	short	12-590	namano; čitɨ-pistia	čitɨ-pistia	
250615	279-12-610-1	Chácobo	279	wide, broad	12-610	čaʔita-ṣ̌ɨni	čaʔita-ṣ̌ɨni	
250616	279-12-620-1	Chácobo	279	narrow	12-620	yamaria-pistia	yamaria-pistia	
250617	279-12-630-1	Chácobo	279	thick (in dimension)	12-630	oti	oti	
250618	279-12-650-1	Chácobo	279	thin (in dimension)	12-650	siwiki	siwiki	
250619	279-12-670-1	Chácobo	279	deep	12-670	nɨmini	nɨmini	
250620	279-12-680-1	Chácobo	279	shallow	12-680	miṣ̌ai	miṣ̌ai	
250621	279-12-710-1	Chácobo	279	flat	12-710	paraka	paraka	
250622	279-12-730-1	Chácobo	279	straight	12-730	mɨstɨ; siti-ṣ̌ɨni	mɨstɨ	
250623	279-12-730-2	Chácobo	279	straight	12-730	mɨstɨ; siti-ṣ̌ɨni	siti-ṣ̌ɨni	
250624	279-12-740-1	Chácobo	279	crooked	12-740	yoro	yoro	
250625	279-12-750-1	Chácobo	279	hook	12-750	wɨti	wɨti	
250626	279-12-760-1	Chácobo	279	corner	12-760	paβɨkɨṣ̌ɨ	paβɨkɨṣ̌ɨ	
250627	279-12-810-1	Chácobo	279	round	12-810	yɨβa	yɨβa	
250628	279-12-850-1	Chácobo	279	hole	12-850	kini	kini	
250629	279-12-920-1	Chácobo	279	like, similar	12-920	kɨska; hawɨharia	kɨska	
250630	279-12-920-2	Chácobo	279	like, similar	12-920	kɨska; hawɨharia	hawɨharia	
250631	279-12-930-1	Chácobo	279	change	12-930	čiṣ̌ɨkɨ	čiṣ̌ɨkɨ	
250632	279-13-0-1	Chácobo	279	zero, nothing	13-0	yama	yama	
250633	279-13-10-1	Chácobo	279	one	13-10	wɨsti-ta	wɨsti-ta	
250634	279-13-20-1	Chácobo	279	two	13-20	raβɨta	raβɨta	
250635	279-13-140-1	Chácobo	279	every, all	13-140	hatita; tɨkɨta	hatita	
250636	279-13-140-2	Chácobo	279	every, all	13-140	hatita; tɨkɨta	tɨkɨta	
250637	279-13-150-1	Chácobo	279	much, many	13-150	wɨstima	wɨstima	
250638	279-13-160-1	Chácobo	279	more	13-160	toβia; wino	toβia	
250639	279-13-160-2	Chácobo	279	more	13-160	toβia; wino	wino	
250640	279-13-170-1	Chácobo	279	little (quantity), few	13-170	iča-ria-ma; ičara-ma	iča-ria-ma	
250641	279-13-170-2	Chácobo	279	little (quantity), few	13-170	iča-ria-ma; ičara-ma	ičara-ma	
250642	279-13-180-1	Chácobo	279	enough	13-180	sɨya-kia	sɨya-kia	
250643	279-13-210-1	Chácobo	279	full	13-210	rɨamɨ; sɨya-	rɨamɨ	
250644	279-13-210-2	Chácobo	279	full	13-210	rɨamɨ; sɨya-	sɨya-	
250645	279-13-220-1	Chácobo	279	empty	13-220	mɨkɨya	mɨkɨya	
250646	279-13-230-1	Chácobo	279	part, piece	13-230	kɨsi; ṣ̌atɨ	kɨsi	
250647	279-13-230-2	Chácobo	279	part, piece	13-230	kɨsi; ṣ̌atɨ	ṣ̌atɨ	
250648	279-13-240-1	Chácobo	279	half	13-240	βɨkɨṣ̌ɨ	βɨkɨṣ̌ɨ	
250649	279-13-330-1	Chácobo	279	alone, only	13-330	hamɨ; -mɨ; roʔa	hamɨ	
250650	279-13-330-2	Chácobo	279	alone, only	13-330	hamɨ; -mɨ; roʔa	-mɨ	
250651	279-13-330-3	Chácobo	279	alone, only	13-330	hamɨ; -mɨ; roʔa	roʔa	
250652	279-13-340-1	Chácobo	279	first	13-340	haria pari	haria pari	
250653	279-13-350-1	Chácobo	279	last	13-350	čoo; haroʔa	čoo	
250654	279-13-350-2	Chácobo	279	last	13-350	čoo; haroʔa	haroʔa	
250655	279-13-380-1	Chácobo	279	two times	13-380	raβɨ-	raβɨ-	
250656	279-14-130-1	Chácobo	279	new	14-130	paṣ̌a	paṣ̌a	
250657	279-14-150-1	Chácobo	279	old	14-150	yosi	yosi	
250658	279-14-170-1	Chácobo	279	late	14-170	yata	yata	
250659	279-14-180-1	Chácobo	279	now	14-180	haβoki	haβoki	
250660	279-14-210-1	Chácobo	279	swift, fast, quick	14-210	horipi; wɨna; βɨṣ̌ti-	horipi	
250661	279-14-210-2	Chácobo	279	swift, fast, quick	14-210	horipi; wɨna; βɨṣ̌ti-	wɨna	
250662	279-14-210-3	Chácobo	279	swift, fast, quick	14-210	horipi; wɨna; βɨṣ̌ti-	βɨṣ̌ti-	
250663	279-14-220-1	Chácobo	279	slow	14-220	išima; pɨni-	išima	
250664	279-14-220-2	Chácobo	279	slow	14-220	išima; pɨni-	pɨni-	
250665	279-14-230-1	Chácobo	279	hasten, hurry	14-230	mɨri-	mɨri-	
250666	279-14-250-1	Chácobo	279	begin, beginning	14-250	taʔɨ-wa-	taʔɨ-wa-	
250667	279-14-252-1	Chácobo	279	last, endure	14-252	naama	naama	
250668	279-14-270-1	Chácobo	279	finish	14-270	hatiwa-	hatiwa-	
250669	279-14-280-1	Chácobo	279	cease, stop	14-280	ikɨ	ikɨ	
250670	279-14-290-1	Chácobo	279	ready	14-290	iyokɨ	iyokɨ	
250671	279-14-310-1	Chácobo	279	always	14-310	haskara	haskara	
250672	279-14-332-1	Chácobo	279	long-time (for a)	14-332	naama-	naama-	
250673	279-14-410-1	Chácobo	279	day	14-410	βɨaʔaina	βɨaʔaina	
250674	279-14-420-1	Chácobo	279	night	14-420	βakiča	βakiča	
250675	279-14-430-1	Chácobo	279	dawn	14-430	wɨana	wɨana	
250676	279-14-440-1	Chácobo	279	morning	14-440	wɨana; βakišmari	wɨana	
250677	279-14-440-2	Chácobo	279	morning	14-440	wɨana; βakišmari	βakišmari	
250678	279-14-450-1	Chácobo	279	noon, midday	14-450	matoroko	matoroko	
250679	279-14-451-1	Chácobo	279	afternoon	14-451	mɨnata	mɨnata	
250680	279-14-460-1	Chácobo	279	evening	14-460	čiamɨ	čiamɨ	
250681	279-14-480-1	Chácobo	279	tomorrow	14-480	wɨakɨ	wɨakɨ	
250682	279-14-710-1	Chácobo	279	month	14-710	oṣ̌ɨ	oṣ̌ɨ	
250683	279-14-730-1	Chácobo	279	year	14-730	ṣ̌ɨnipa	ṣ̌ɨnipa	
250684	279-14-780-1	Chácobo	279	season	14-780	tiya	tiya	
250685	279-15-210-1	Chácobo	279	smell (vb intrans)	15-210	čopiši	čopiši	
250686	279-15-212-1	Chácobo	279	sniff	15-212	ṣ̌ɨta-	ṣ̌ɨta-	
250687	279-15-220-1	Chácobo	279	smell (vb trans)	15-220	ṣ̌ɨtɨ-	ṣ̌ɨtɨ-	
250688	279-15-260-1	Chácobo	279	stinking, bad smelling	15-260	pisi; koʔo	pisi	
250689	279-15-260-2	Chácobo	279	stinking, bad smelling	15-260	pisi; koʔo	koʔo	
250690	279-15-310-1	Chácobo	279	taste	15-310	tana	tana	
250691	279-15-350-1	Chácobo	279	sweet	15-350	tii-; βata	tii-	
250692	279-15-350-2	Chácobo	279	sweet	15-350	tii-; βata	βata	
250693	279-15-360-1	Chácobo	279	salty	15-360	tii	tii	
250694	279-15-370-1	Chácobo	279	bitter	15-370	moka	moka	
250695	279-15-410-1	Chácobo	279	hear	15-410	nika-	nika-	
250696	279-15-420-1	Chácobo	279	listen	15-420	nika-	nika-	
250697	279-15-440-1	Chácobo	279	sound, noise	15-440	čoša-	čoša-	
250698	279-15-460-1	Chácobo	279	quiet, silence	15-460	pasi-	pasi-	
250699	279-15-510-1	Chácobo	279	see	15-510	his-	his-	
250700	279-15-520-1	Chácobo	279	look, look at	15-520	c̷aya-	c̷aya-	
250701	279-15-550-1	Chácobo	279	show	15-550	his-ma-	his-ma-	
250702	279-15-620-1	Chácobo	279	light (in color)	15-620	hoṣ̌o	hoṣ̌o	
250703	279-15-630-1	Chácobo	279	dark (in color)	15-630	čɨkɨ; wiso	čɨkɨ	
250704	279-15-630-2	Chácobo	279	dark (in color)	15-630	čɨkɨ; wiso	wiso	
250705	279-15-640-1	Chácobo	279	white	15-640	hoṣ̌o	hoṣ̌o	
250706	279-15-650-1	Chácobo	279	black	15-650	čɨkɨ	čɨkɨ	
250707	279-15-660-1	Chácobo	279	red	15-660	piši; šini	piši	
250708	279-15-660-2	Chácobo	279	red	15-660	piši; šini	šini	
250709	279-15-670-1	Chácobo	279	blue	15-670	niaβa	niaβa	
250710	279-15-680-1	Chácobo	279	green	15-680	niaβa	niaβa	
250711	279-15-690-1	Chácobo	279	yellow	15-690	šini	šini	
250712	279-15-710-1	Chácobo	279	touch	15-710	mɨc̷o; moc̷a-	mɨc̷o	
250713	279-15-710-2	Chácobo	279	touch	15-710	mɨc̷o; moc̷a-	moc̷a-	
250714	279-15-740-1	Chácobo	279	hard	15-740	koši; taro	koši	
250715	279-15-740-2	Chácobo	279	hard	15-740	koši; taro	taro	
250716	279-15-750-1	Chácobo	279	soft	15-750	payo; miro	payo	
250717	279-15-750-2	Chácobo	279	soft	15-750	payo; miro	miro	
250718	279-15-770-1	Chácobo	279	smooth	15-770	para	para	
250719	279-15-780-1	Chácobo	279	sharp	15-780	kɨno; kɨno-sɨni	kɨno	
250720	279-15-780-2	Chácobo	279	sharp	15-780	kɨno; kɨno-sɨni	kɨno-sɨni	
250721	279-15-790-1	Chácobo	279	blunt, dull	15-790	či-; čipo	či-	
250722	279-15-790-2	Chácobo	279	blunt, dull	15-790	či-; čipo	čipo	
250723	279-15-810-1	Chácobo	279	heavy	15-810	iwɨ; iwi-sɨni	iwɨ	
250724	279-15-810-2	Chácobo	279	heavy	15-810	iwɨ; iwi-sɨni	iwi-sɨni	
250725	279-15-820-1	Chácobo	279	light (in weight)	15-820	ṣ̌ahi; yɨhɨ	ṣ̌ahi	
250726	279-15-820-2	Chácobo	279	light (in weight)	15-820	ṣ̌ahi; yɨhɨ	yɨhɨ	
250727	279-15-830-1	Chácobo	279	wet, damp	15-830	čaaṣ̌-a; moosa-	čaaṣ̌-a	
250728	279-15-830-2	Chácobo	279	wet, damp	15-830	čaaṣ̌-a; moosa-	moosa-	
250729	279-15-840-1	Chácobo	279	dry	15-840	šina-; hano-	šina-	
250730	279-15-840-2	Chácobo	279	dry	15-840	šina-; hano-	hano-	
250731	279-15-850-1	Chácobo	279	hot	15-850	ic̷isa; wao	ic̷isa	
250732	279-15-850-2	Chácobo	279	hot	15-850	ic̷isa; wao	wao	
250733	279-15-851-1	Chácobo	279	warm	15-851	waʔa-	waʔa-	
250734	279-15-860-1	Chácobo	279	cold	15-860	ṣ̌opi; mac̷i	ṣ̌opi	
250735	279-15-860-2	Chácobo	279	cold	15-860	ṣ̌opi; mac̷i	mac̷i	
250736	279-15-870-1	Chácobo	279	clean	15-870	βiri; wɨnɨ-	βiri	
250737	279-15-870-2	Chácobo	279	clean	15-870	βiri; wɨnɨ-	wɨnɨ-	
250738	279-15-880-1	Chácobo	279	dirty, soiled	15-880	čɨkɨ	čɨkɨ	
250739	279-15-890-1	Chácobo	279	wrinkled	15-890	čomi	čomi	
250740	279-16-110-1	Chácobo	279	soul, spirit	16-110	šinana	šinana	
250741	279-16-150-1	Chácobo	279	surprised, astonished	16-150	ratiakɨ	ratiakɨ	
250742	279-16-230-1	Chácobo	279	joyful, glad, happy	16-230	rani-; šina-rani-	rani-	
250743	279-16-230-2	Chácobo	279	joyful, glad, happy	16-230	rani-; šina-rani-	šina-rani-	
250744	279-16-250-1	Chácobo	279	laugh	16-250	osa-; c̷iri-	osa-	
250745	279-16-250-2	Chácobo	279	laugh	16-250	osa-; c̷iri-	c̷iri-	
250746	279-16-251-1	Chácobo	279	smile	16-251	ṣ̌ɨči-; c̷iri-	ṣ̌ɨči-	
250747	279-16-251-2	Chácobo	279	smile	16-251	ṣ̌ɨči-; c̷iri-	c̷iri-	
250748	279-16-260-1	Chácobo	279	play	16-260	kaṣ̌a-	kaṣ̌a-	
250749	279-16-270-1	Chácobo	279	love	16-270	noi-; rani-	noi-	
250750	279-16-270-2	Chácobo	279	love	16-270	noi-; rani-	rani-	
250751	279-16-290-1	Chácobo	279	kiss	16-290	tac̷o-	tac̷o-	
250752	279-16-310-1	Chácobo	279	pain	16-310	isi-; isini	isi-	
250753	279-16-310-2	Chácobo	279	pain	16-310	isi-; isini	isini	
250754	279-16-320-1	Chácobo	279	grief, sorrow, sadness	16-320	kowɨ	kowɨ	
250755	279-16-330-1	Chácobo	279	anxiety, worry	16-330	šina-wɨhɨna-	šina-wɨhɨna-	
250756	279-16-350-1	Chácobo	279	pity	16-350	noi-	noi-	
250757	279-16-370-1	Chácobo	279	cry, weep	16-370	ara-	ara-	
250758	279-16-380-1	Chácobo	279	tear (noun)	16-380	βɨ-ʔono	βɨ-ʔono	
250759	279-16-390-1	Chácobo	279	groan	16-390	ɨɨsikɨ	ɨɨsikɨ	
250760	279-16-420-1	Chácobo	279	anger	16-420	kaṣ̌aki	kaṣ̌aki	
250761	279-16-440-1	Chácobo	279	envy, jealousy	16-440	rano-	rano-	
250762	279-16-450-1	Chácobo	279	shame (noun)	16-450	βɨ-raβɨ-	βɨ-raβɨ-	
250763	279-16-530-1	Chácobo	279	fear, fright	16-530	rakɨ-; ratɨ-	rakɨ-	
250764	279-16-530-2	Chácobo	279	fear, fright	16-530	rakɨ-; ratɨ-	ratɨ-	
250765	279-16-540-1	Chácobo	279	danger	16-540	kinyawɨ	kinyawɨ	
250766	279-16-620-1	Chácobo	279	desire, want	16-620	aa-; okɨɨ-; -kas	aa-	
250767	279-16-620-2	Chácobo	279	desire, want	16-620	aa-; okɨɨ-; -kas	okɨɨ-	
250768	279-16-620-3	Chácobo	279	desire, want	16-620	aa-; okɨɨ-; -kas	-kas	
250769	279-16-630-1	Chácobo	279	hope	16-630	haʔopaso-	haʔopaso-	
250770	279-16-660-1	Chácobo	279	true	16-660	haβiha	haβiha	
250771	279-16-670-1	Chácobo	279	lie, tell lies	16-670	kia-	kia-	
250772	279-16-680-1	Chácobo	279	deceit	16-680	para-	para-	
250773	279-16-690-1	Chácobo	279	forgive	16-690	šinaβɨno	šinaβɨno	
250774	279-16-710-1	Chácobo	279	good	16-710	hia; hɨnima; hiaṣ̌ɨni	hia	
250775	279-16-710-2	Chácobo	279	good	16-710	hia; hɨnima; hiaṣ̌ɨni	hɨnima	
250776	279-16-710-3	Chácobo	279	good	16-710	hia; hɨnima; hiaṣ̌ɨni	hiaṣ̌ɨni	
250777	279-16-720-1	Chácobo	279	bad	16-720	kaṣ̌aṣ̌ɨni	kaṣ̌aṣ̌ɨni	
250778	279-16-730-1	Chácobo	279	right, correct	16-730	haʔano	haʔano	
250779	279-16-740-1	Chácobo	279	wrong	16-740	hanyama	hanyama	
250780	279-16-760-1	Chácobo	279	fault	16-760	kɨso-	kɨso-	
250781	279-16-770-1	Chácobo	279	mistake, error	16-770	hanyama	hanyama	
250782	279-16-780-1	Chácobo	279	blame	16-780	kɨso-	kɨso-	
250783	279-16-790-1	Chácobo	279	praise	16-790	okɨwa-	okɨwa-	
250784	279-16-810-1	Chácobo	279	beautiful	16-810	hia; hiana	hia	
250785	279-16-810-2	Chácobo	279	beautiful	16-810	hia; hiana	hiana	
250786	279-16-820-1	Chácobo	279	ugly	16-820	yoiria	yoiria	
250787	279-17-110-1	Chácobo	279	mind	17-110	šinana	šinana	
250788	279-17-130-1	Chácobo	279	think (= reflect)	17-130	šina-	šina-	
250789	279-17-140-1	Chácobo	279	think (= be of the opinion)	17-140	haskawa-	haskawa-	
250790	279-17-150-1	Chácobo	279	believe	17-150	čaʔawa-	čaʔawa-	
250791	279-17-160-1	Chácobo	279	understand	17-160	nika-; kaʔɨ-	nika-	
250792	279-17-160-2	Chácobo	279	understand	17-160	nika-; kaʔɨ-	kaʔɨ-	
250793	279-17-170-1	Chácobo	279	know	17-170	kaʔɨ-	kaʔɨ-	
250794	279-17-172-1	Chácobo	279	imitate	17-172	mawa-	mawa-	
250795	279-17-210-1	Chácobo	279	wise	17-210	tiisi	tiisi	
250796	279-17-220-1	Chácobo	279	foolish, stupid	17-220	yoyo-	yoyo-	
250797	279-17-230-1	Chácobo	279	insane, crazy	17-230	yoyo-	yoyo-	
250798	279-17-240-1	Chácobo	279	learn	17-240	haβi-	haβi-	
250799	279-17-250-1	Chácobo	279	teach	17-250	tiisi-ma-	tiisi-ma-	
250800	279-17-310-1	Chácobo	279	remember	17-310	šina-	šina-	
250801	279-17-320-1	Chácobo	279	forget	17-320	šina; βɨno-	šina	
250802	279-17-320-2	Chácobo	279	forget	17-320	šina; βɨno-	βɨno-	
250803	279-17-360-1	Chácobo	279	secret	17-360	honɨ	honɨ	
250804	279-17-380-1	Chácobo	279	explain	17-380	kaʔɨ-ma-	kaʔɨ-ma-	
250805	279-17-460-1	Chácobo	279	easy	17-460	βɨrono	βɨrono	
250806	279-17-470-1	Chácobo	279	difficult	17-470	βɨrono-ma	βɨrono-ma	
250807	279-17-480-1	Chácobo	279	try, attempt	17-480	tana-	tana-	
250808	279-17-490-1	Chácobo	279	way, manner	17-490	haβi-	haβi-	
250809	279-17-520-1	Chácobo	279	because	17-520	hakɨšpi	hakɨšpi	
250810	279-17-530-1	Chácobo	279	if	17-530	roʔaṣ̌o	roʔaṣ̌o	
250811	279-17-550-1	Chácobo	279	yes, affirmative	17-550	haβiʔa	haβiʔa	
250812	279-17-560-1	Chácobo	279	no, negative	17-560	-ma; -yama	-ma	
250813	279-17-560-2	Chácobo	279	no, negative	17-560	-ma; -yama	-yama	
250814	279-17-610-1	Chácobo	279	how?	17-610	hɨ-nawa	hɨ-nawa	
250815	279-17-620-1	Chácobo	279	how many?	17-620	hawɨ-tiʔi-ni	hawɨ-tiʔi-ni	
250816	279-17-640-1	Chácobo	279	what?	17-640	hawɨ; hawɨ-ni	hawɨ	
250817	279-17-640-2	Chácobo	279	what?	17-640	hawɨ; hawɨ-ni	hawɨ-ni	
250818	279-17-650-1	Chácobo	279	when?	17-650	hɨ-nino	hɨ-nino	
250819	279-17-660-1	Chácobo	279	where?	17-660	hawɨnia; haʔa; haʔɨniani	hawɨnia	
250820	279-17-660-2	Chácobo	279	where?	17-660	hawɨnia; haʔa; haʔɨniani	haʔa	
250821	279-17-660-3	Chácobo	279	where?	17-660	hawɨnia; haʔa; haʔɨniani	haʔɨniani	
250822	279-17-670-1	Chácobo	279	which?	17-670	-ka; hɨnika	-ka	
250823	279-17-670-2	Chácobo	279	which?	17-670	-ka; hɨnika	hɨnika	
250824	279-17-680-1	Chácobo	279	who?	17-680	c̷owɨ-ni; c̷oʔo	c̷owɨ-ni	
250825	279-17-680-2	Chácobo	279	who?	17-680	c̷owɨ-ni; c̷oʔo	c̷oʔo	
250826	279-17-690-1	Chácobo	279	why?	17-690	hɨ-nini	hɨ-nini	
250827	279-18-110-1	Chácobo	279	voice	18-110	hoi	hoi	
250828	279-18-120-1	Chácobo	279	sing	18-120	kɨkɨ	kɨkɨ	
250829	279-18-130-1	Chácobo	279	shout, cry out	18-130	sai ʔae-; waa-	sai ʔae-	
250830	279-18-130-2	Chácobo	279	shout, cry out	18-130	sai ʔae-; waa-	waa-	
250831	279-18-150-1	Chácobo	279	whisper	18-150	βaṣ̌ɨṣ̌ɨ	βaṣ̌ɨṣ̌ɨ	
250832	279-18-170-1	Chácobo	279	whistle	18-170	sɨso-	sɨso-	
250833	279-18-210-1	Chácobo	279	speak, talk	18-210	oka; čani-; yoa-	oka	
250834	279-18-210-2	Chácobo	279	speak, talk	18-210	oka; čani-; yoa-	čani-	
250835	279-18-210-3	Chácobo	279	speak, talk	18-210	oka; čani-; yoa-	yoa-	
250836	279-18-220-1	Chácobo	279	say	18-220	i-; i-kina	i-	
250837	279-18-220-2	Chácobo	279	say	18-220	i-; i-kina	i-kina	
250838	279-18-230-1	Chácobo	279	silent (be)	18-230	pasi-	pasi-	
250839	279-18-240-1	Chácobo	279	language	18-240	hoi	hoi	
250840	279-18-260-1	Chácobo	279	word	18-260	hoi	hoi	
250841	279-18-280-1	Chácobo	279	name	18-280	hanɨ	hanɨ	
250842	279-18-310-1	Chácobo	279	ask (question, inquire)	18-310	nika-	nika-	
250843	279-18-320-1	Chácobo	279	answer	18-320	kɨbi-	kɨbi-	
250844	279-18-350-1	Chácobo	279	ask, request	18-350	βɨna-; βaa-	βɨna-	
250845	279-18-350-2	Chácobo	279	ask, request	18-350	βɨna-; βaa-	βaa-	
250846	279-18-390-1	Chácobo	279	rebuke, scold	18-390	raa aki	raa aki	
250847	279-18-410-1	Chácobo	279	call (=summon)	18-410	kɨna-	kɨna-	
250848	279-18-440-1	Chácobo	279	threaten	18-440	roamis-	roamis-	
250849	279-18-510-1	Chácobo	279	write	18-510	[papi]-kɨnɨ-	papi-kɨnɨ-	1
250850	279-18-520-1	Chácobo	279	read	18-520	[papi] c̷aya-	papi c̷aya-	1
250851	279-18-560-1	Chácobo	279	paper	18-560	[papi]	papi	1
250852	279-18-570-1	Chácobo	279	pen	18-570	kɨnɨ-ti	kɨnɨ-ti	
250853	279-18-610-1	Chácobo	279	book	18-610	[papi]	papi	1
250854	279-18-710-1	Chácobo	279	flute	18-710	pakawa	pakawa	
250855	279-18-720-1	Chácobo	279	drum	18-720	komɨ; komɨ-no	komɨ	
250856	279-18-720-2	Chácobo	279	drum	18-720	komɨ; komɨ-no	komɨ-no	
250857	279-18-740-1	Chácobo	279	rattle	18-740	iʔimaʔana	iʔimaʔana	
250858	279-19-160-1	Chácobo	279	village	19-160	yakata	yakata	
250859	279-19-210-1	Chácobo	279	people (populace)	19-210	noʔiria	noʔiria	
250860	279-19-240-1	Chácobo	279	chief, chieftain	19-240	taita	taita	
250861	279-19-410-1	Chácobo	279	master	19-410	čama	čama	
250862	279-19-420-1	Chácobo	279	slave	19-420	yonati	yonati	
250863	279-19-430-1	Chácobo	279	servant	19-430	taa-ti	taa-ti	
250864	279-19-460-1	Chácobo	279	obey	19-460	nika-	nika-	
250865	279-19-510-1	Chácobo	279	friend, companion	19-510	oma; raβɨti	oma	
250866	279-19-510-2	Chácobo	279	friend, companion	19-510	oma; raβɨti	raβɨti	
250867	279-19-550-1	Chácobo	279	stranger	19-550	karayana	karayana	
250868	279-19-580-1	Chácobo	279	help, aid	19-580	mɨβi-	mɨβi-	
250869	279-19-610-1	Chácobo	279	custom	19-610	haβi	haβi	
250870	279-19-650-1	Chácobo	279	meet	19-650	βɨča-; βɨčina-	βɨča-	
250871	279-19-650-2	Chácobo	279	meet	19-650	βɨča-; βɨčina-	βɨčina-	
250872	279-20-110-1	Chácobo	279	fight (vb)	20-110	niana-ʔana; ikina-	niana-ʔana	
250873	279-20-110-2	Chácobo	279	fight (vb)	20-110	niana-ʔana; ikina-	ikina-	
250874	279-20-220-1	Chácobo	279	club	20-220	hiwi čipo	hiwi čipo	
250875	279-20-240-1	Chácobo	279	bow	20-240	kanati	kanati	
250876	279-20-250-1	Chácobo	279	arrow	20-250	pia	pia	
250877	279-20-260-1	Chácobo	279	spear	20-260	yɨkati	yɨkati	
250878	279-20-280-1	Chácobo	279	gun, cannon	20-280	tooti	tooti	
250879	279-20-410-1	Chácobo	279	victory	20-410	βɨβohaina	βɨβohaina	
250880	279-20-520-1	Chácobo	279	fishhook	20-520	wɨti	wɨti	
250881	279-20-530-1	Chácobo	279	fishing line	20-530	hɨtiniši	hɨtiniši	
250882	279-20-610-1	Chácobo	279	hunt	20-610	paso-	paso-	
250883	279-20-620-1	Chácobo	279	shoot	20-620	čoiša; onɨ- (?)	čoiša	
250884	279-20-620-2	Chácobo	279	shoot	20-620	čoiša; onɨ- (?)	onɨ-	
250885	279-20-630-1	Chácobo	279	miss (target)	20-630	kania-	kania-	
250886	279-20-650-1	Chácobo	279	trap (vb)	20-650	maririo-	maririo-	
250887	279-21-370-1	Chácobo	279	penalty, punishment	21-370	c̷opihaina	c̷opihaina	
250888	279-21-420-1	Chácobo	279	murder	21-420	ati iβo	ati iβo	
250889	279-21-510-1	Chácobo	279	steal	21-510	rohi-; yoma-	rohi-	
250890	279-21-510-2	Chácobo	279	steal	21-510	rohi-; yoma-	yoma-	
250891	279-21-520-1	Chácobo	279	thief	21-520	yoma-ṣ̌ɨni	yoma-ṣ̌ɨni	
250892	279-22-160-1	Chácobo	279	worship	22-160	arahaina	arahaina	
250893	279-22-170-1	Chácobo	279	pray	22-170	βɨʔoṣ̌-	βɨʔoṣ̌-	
250894	279-22-190-1	Chácobo	279	holy, sacred	22-190	roa	roa	
250895	279-22-240-1	Chácobo	279	curse	22-240	yošiwa	yošiwa	
250896	279-22-260-1	Chácobo	279	fast (vb)	22-260	sama-	sama-	
250897	279-22-310-1	Chácobo	279	heaven	22-310	nai-pa	nai-pa	
250898	279-22-350-1	Chácobo	279	demon (evil spirit)	22-350	yošini	yošini	
250899	279-22-420-1	Chácobo	279	magic, witchcraft, sorcery	22-420	wanimana	wanimana	
250900	279-22-430-1	Chácobo	279	sorcerer, witch	22-430	yoβɨka	yoβɨka	
250901	280-1-210-1	Pacahuara	280	earth, land	1-210	'mai	'mai	
250902	280-1-310-1	Pacahuara	280	water	1-310	'hɨnɨ	'hɨnɨ	
250903	280-1-360-1	Pacahuara	280	river, stream, brook	1-360	'ʔani; 'pao	'ʔani	
250904	280-1-360-2	Pacahuara	280	river, stream, brook	1-360	'ʔani; 'pao	'pao	
250905	280-1-420-1	Pacahuara	280	tree (cf 08.600)	1-420	'hiwi	'hiwi	
250906	280-1-510-1	Pacahuara	280	sky	1-510	na'ipa	na'ipa	
250907	280-1-520-1	Pacahuara	280	sun	1-520	'waři	'waři	
250908	280-1-530-1	Pacahuara	280	moon	1-530	'ʔoṣ̌ɨ	'ʔoṣ̌ɨ	
250909	280-1-540-1	Pacahuara	280	star	1-540	'wištima	'wištima	
250910	280-1-560-1	Pacahuara	280	thunder	1-560	'naina	'naina	
250911	280-1-730-1	Pacahuara	280	cloud	1-730	'c̷ɨmo	'c̷ɨmo	
250912	280-1-750-1	Pacahuara	280	rain (noun)	1-750	o'i, ʔo'i	o'i	
250913	280-1-750-2	Pacahuara	280	rain (noun)	1-750	o'i, ʔo'i	ʔo'i	
250914	280-1-810-1	Pacahuara	280	fire	1-810	'čiʔi	'čiʔi	
